Search:,Year,Semester
KIN 48A (Section 02),50563,In Person,Beginning Latin Dance,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,Bud Ayers Jr,SPXE178,08/21/24-12/09/24,5,2024,Fall
KIN 49A (Section 01),49534,In Person,Topics in Tap Dance I,PE: PhysEd,1.0,LAB,MW,09:00AM-10:20AM,Francesca Cipponeri,WSQ106,08/21/24-12/09/24,3,2024,Fall
KIN 50 (Section 01),42896,In Person,Tai Chi (Non-Combative),PE: PhysEd,1.0,ACT,MW,10:30AM-11:20AM,Gong Chen,SPXC107B,08/21/24-12/09/24,0,2024,Fall
KIN 50 (Section 02),46578,In Person,Tai Chi (Non-Combative),PE: PhysEd,1.0,ACT,MW,03:30PM-04:20PM,Chi-Hsiu Weng,YUH208,08/21/24-12/09/24,2,2024,Fall
KIN 50 (Section 03),46579,In Person,Tai Chi (Non-Combative),PE: PhysEd,1.0,ACT,MW,04:30PM-05:20PM,Chi-Hsiu Weng,YUH208,08/21/24-12/09/24,8,2024,Fall
KIN 51A (Section 01),44195,In Person,Beginning Aikido,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Jack Wada,YUH208,08/21/24-12/09/24,4,2024,Fall
KIN 51A (Section 02),44196,In Person,Beginning Aikido,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Jack Wada,YUH208,08/21/24-12/09/24,1,2024,Fall
KIN 51B (Section 01),44197,In Person,Intermediate Aikido,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Jack Wada,YUH208,08/21/24-12/09/24,1,2024,Fall
KIN 52A (Section 01),43733,In Person,Beginning Judo,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,David Williams,YUH208,08/21/24-12/09/24,3,2024,Fall
KIN 52A (Section 02),43734,In Person,Beginning Judo,PE: PhysEd,1.0,ACT,TR,10:30AM-11:20AM,David Williams,YUH208,08/21/24-12/09/24,0,2024,Fall
KIN 52B (Section 01),43735,In Person,Intermediate Judo,PE: PhysEd,1.0,ACT,TR,11:30AM-12:20PM,David Williams,YUH208,08/21/24-12/09/24,9,2024,Fall
KIN 52C (Section 01),40210,In Person,Competitive Judo,PE: PhysEd,1.0,ACT,TBA,TBA,Michael Swain,,08/21/24-12/09/24,1,RA - Requires consent of instructor.,2024,Fall
KIN 53A (Section 01),41270,In Person,Beginning Karate,PE: PhysEd,1.0,ACT,F,08:30AM-10:20AM,Peter Rodriquez,YUH106,08/21/24-12/09/24,5,2024,Fall
KIN 53B (Section 01),41272,In Person,Intermediate Karate,PE: PhysEd,1.0,ACT,F,08:30AM-10:20AM,Peter Rodriquez,YUH106,08/21/24-12/09/24,5,2024,Fall
KIN 54A (Section 01),41441,In Person,Beginning Tae Kwon Do,PE: PhysEd,1.0,ACT,TR,07:30AM-08:20AM,Jennifer Schachner,YUH208,08/21/24-12/09/24,1,2024,Fall
KIN 54A (Section 02),41442,In Person,Beginning Tae Kwon Do,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Jennifer Schachner,YUH208,08/21/24-12/09/24,1,2024,Fall
KIN 54B (Section 01),42641,In Person,Intermediate Tae Kwon Do,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Jennifer Schachner,YUH208,08/21/24-12/09/24,1,2024,Fall
KIN 55A (Section 01),40211,In Person,Beginning Self-Defense,PE: PhysEd,1.0,ACT,MW,11:30AM-12:20PM,Gong Chen,YUH208,08/21/24-12/09/24,0,2024,Fall
KIN 55A (Section 02),41696,In Person,Beginning Self-Defense,PE: PhysEd,1.0,ACT,MW,12:30PM-01:20PM,Gong Chen,YUH208,08/21/24-12/09/24,0,2024,Fall
KIN 58A (Section 01),44198,In Person,Introductory Brazilian Jiu-Jitsu,PE: PhysEd,1.0,ACT,MW,01:30PM-02:20PM,Alberto Juarez,YUH208,08/21/24-12/09/24,0,2024,Fall
KIN 58A (Section 02),44199,In Person,Introductory Brazilian Jiu-Jitsu,PE: PhysEd,1.0,ACT,MW,02:30PM-03:20PM,Alberto Juarez,YUH208,08/21/24-12/09/24,1,2024,Fall
KIN 61A (Section 01),50290,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,Veneita Schult,SPXC107A,08/21/24-12/09/24,2,2024,Fall
KIN 61A (Section 02),43463,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,MW,07:30AM-08:20AM,Suzanne Caughlan,SPXE178,08/21/24-12/09/24,1,2024,Fall
KIN 61A (Section 03),43464,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Suzanne Caughlan,SPXE178,08/21/24-12/09/24,2,2024,Fall
KIN 61A (Section 04),44483,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,TR,01:30PM-02:20PM,Nicole Levine,YUH208,08/21/24-12/09/24,0,2024,Fall
KIN 61A (Section 05),50291,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,TR,10:30AM-11:20AM,Veneita Schult,SPXE178,08/21/24-12/09/24,1,2024,Fall
KIN 61A (Section 06),48347,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,MW,10:30AM-11:20AM,Barani Win,YUH208,08/21/24-12/09/24,0,2024,Fall
KIN 61B (Section 01),40212,In Person,Intermediate Hatha Yoga,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Suzanne Caughlan,SPXE178,08/21/24-12/09/24,2,2024,Fall
KIN 63A (Section 01),42053,In Person,Beginning Hiking and Backpacking,PE: PhysEd,1.0,ACT,F,01:00PM-03:50PM,Kristine Kirkendall,SPXE163,08/21/24-12/09/24,0,IM - Required field trips (may include weekends).,2024,Fall
KIN 68 (Section 80),41273,Fully Online,Visual Representations of Sport in Popular Culture,GE: C1,3.0,LEC,T,2024,Fall
TBA,T,2024,Fall
TBA,Daniel Murphy,ONLINE,2024,Fall
KIN 69 (Section 01),41501,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,MW,12:00PM-01:15PM,Karen Moreno,YUH236,08/21/24-12/09/24,0,2024,Fall
KIN 69 (Section 02),40781,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,MW,01:30PM-02:45PM,Karen Moreno,YUH236,08/21/24-12/09/24,0,2024,Fall
KIN 69 (Section 03),44620,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,TR,10:30AM-11:45AM,Nicole Levine,YUH236,08/21/24-12/09/24,0,2024,Fall
KIN 69 (Section 04),43293,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,TR,12:00PM-01:15PM,Nicole Levine,YUH236,08/21/24-12/09/24,0,2024,Fall
KIN 69 (Section 05),43294,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,TR,05:30PM-06:45PM,Thomas Beggs,YUH236,08/21/24-12/09/24,0,2024,Fall
KIN 69 (Section 06),43295,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,TR,07:00PM-08:15PM,Thomas Beggs,YUH236,08/21/24-12/09/24,0,2024,Fall
KIN 7 (Section 01),49778,In Person,Mexican Folklorico Dance,PE: PhysEd,1.0,ACT,MW,06:00PM-06:50PM,Maria Luisa Colmenarez,SPXE178,08/21/24-12/09/24,1,2024,Fall
KIN 7 (Section 80),49779,Fully Online,Mexican Folklorico Dance,PE: PhysEd,1.0,ACT,F,03:30PM-05:30PM,Maria Luisa Colmenarez,ONLINE,08/21/24-12/09/24,10,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
KIN 70 (Section 01),40710,In Person,Introduction to Kinesiology,,3.0,LEC,MW,11:00AM-11:50AM,Jessica Chin,YUH124,08/21/24-12/09/24,0,2024,Fall
KIN 70 (Section 02),40816,In Person,Introduction to Kinesiology,,0,ACT,T,12:30PM-02:20PM,Adriane Cris Tomimbang,SPXE160,08/21/24-12/09/24,0,2024,Fall
KIN 70 (Section 03),40711,In Person,Introduction to Kinesiology,,0,ACT,M,09:00AM-10:50AM,Jessica Chin,SPXE160,08/21/24-12/09/24,0,2024,Fall
KIN 70 (Section 04),40817,In Person,Introduction to Kinesiology,,0,ACT,M,12:00PM-01:50PM,Miles Pascal-Gonzales,SPXE160,08/21/24-12/09/24,0,2024,Fall
KIN 70 (Section 05),40712,In Person,Introduction to Kinesiology,,0,ACT,W,09:00AM-10:50AM,Jessica Chin,SPXE160,08/21/24-12/09/24,0,2024,Fall
KIN 70 (Section 06),40833,In Person,Introduction to Kinesiology,,0,ACT,W,12:00PM-01:50PM,Miles Pascal-Gonzales,SPXE160,08/21/24-12/09/24,0,2024,Fall
KIN 70 (Section 07),48444,In Person,Introduction to Kinesiology,,0,ACT,R,12:30PM-02:20PM,Adriane Cris Tomimbang,SPXE160,08/21/24-12/09/24,0,2024,Fall
KIN 8 (Section 01),43438,In Person,Skin and SCUBA Diving,PE: PhysEd,2.0,LEC,W,06:00PM-08:30PM,Kelsea Rossow,SPXE163,08/21/24-12/09/24,5,FB - Additional fees and/or materials required. Contact department office.,2024,Fall
KIN 8 (Section 02),43439,In Person,Skin and SCUBA Diving,PE: PhysEd,2.0,LAB,TBA,TBA,Kelsea Rossow,SPXE180,08/21/24-12/09/24,5,FB - Additional fees and/or materials required. Contact department office.,2024,Fall
