Search:,Year,Semester
TA 5 (Section 10),41468,In Person,Acting,GE: C1,3.0,LEC,TR,03:00PM-04:15PM,Johnny Moreno,HGH226,08/21/24-12/09/24,0,RL - Open to non majors.,2024,Fall
TA 5 (Section 12),45270,In Person,Acting,GE: C1,3.0,LEC,F,09:00AM-11:45AM,Johnny Moreno,HGH226,08/21/24-12/09/24,0,RL - Open to non majors.,2024,Fall
TA 5 (Section 13),45271,In Person,Acting,GE: C1,3.0,LEC,F,12:00PM-02:45PM,Johnny Moreno,HGH226,08/21/24-12/09/24,0,RL - Open to non majors.,2024,Fall
TA 51A (Section 01),40744,In Person,Scenery and Props for the Performing Arts,,1.0,LEC,R,09:00AM-09:25AM,John York,HGH124,08/21/24-12/09/24,0,CA - Students must register for one section of each activity listed.,2024,Fall
TA 51A (Section 02),40747,In Person,Scenery and Props for the Performing Arts,,1.0,ACT,R,2024,Fall
TBA,R,2024,Fall
TBA,John York,HGH124,2024,Fall
TA 51B (Section 01),43631,In Person,Costume for the Performing Arts,,1.0,LEC,T,09:00AM-09:25AM,Courtney Flores,HGH124,08/21/24-12/09/24,0,CA - Students must register for one section of each activity listed.,2024,Fall
TA 51B (Section 02),43632,In Person,Costume for the Performing Arts,,1.0,ACT,T,2024,Fall
TBA,T,2024,Fall
TBA,Courtney Flores,HGH124,2024,Fall
TA 51C (Section 01),40745,In Person,Lighting a Sound for the Performing Arts,,1.0,LEC,W,09:00AM-09:25AM,Steve Mannshardt,HGH114,08/21/24-12/09/24,0,CA - Students must register for one section of each activity listed.,2024,Fall
TA 51C (Section 02),40748,In Person,Lighting a Sound for the Performing Arts,,1.0,ACT,W,2024,Fall
TBA,W,2024,Fall
TBA,Steve Mannshardt,HGH114,2024,Fall
TA 55 (Section 01),47799,Fully Online,Intro to Design for Theatre,GE: C1,3.0,LEC,TBA,TBA,Andrea Bechert,ONLINE,08/21/24-12/09/24,0,2024,Fall
CA - Students must register for one section of each activity listed.,2024,Fall
TA 55 (Section 02),47800,Fully Online,Intro to Design for Theatre,GE: C1,3.0,ACT,TBA,TBA,Andrea Bechert,ONLINE,08/21/24-12/09/24,0,2024,Fall
CA - Students must register for one section of each activity listed.,2024,Fall
TA 55 (Section 03),47801,Fully Online,Intro to Design for Theatre,GE: C1,3.0,LEC,TBA,TBA,Andrea Bechert,ONLINE,08/21/24-12/09/24,0,2024,Fall
CA - Students must register for one section of each activity listed.,2024,Fall
TA 55 (Section 04),47802,Fully Online,Intro to Design for Theatre,GE: C1,3.0,ACT,TBA,TBA,Andrea Bechert,ONLINE,08/21/24-12/09/24,0,2024,Fall
CA - Students must register for one section of each activity listed.,2024,Fall
TAG 1A (Section 01),44078,Hybrid,Elementary Tagalog I,GE: C2,4.0,LEC,T,2024,Fall
TAG 1A (Section 02),45683,Hybrid,Elementary Tagalog I,GE: C2,4.0,LEC,T,2024,Fall
TECH 136 (Section 01),46802,In Person,Software Quality Management,,3.0,LEC,MW,07:30AM-08:20AM,Ranjini Venkatraman,IS216,08/21/24-12/09/24,10,2024,Fall
TECH 136 (Section 91),46803,Fully Online,Software Quality Management,,3.0,LAB,T,03:00PM-05:45PM,Ranjini Venkatraman,ONLINE,08/21/24-12/09/24,10,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
TECH 140 (Section 01),46206,In Person,Product Design and Prototyping,,3.0,LEC,R,03:00PM-04:45PM,David Yan,ENG103,08/21/24-12/09/24,12,2024,Fall
